"external_id","source_id","subject","subject_slug","chapter_num","chapter_slug","chapter_title","node_kind","statement","option_a","option_b","option_c","option_d","correct_option","explanation","difficulty","flag_for_review","source","tests"
"physics-ch9-q3","ph-ch9-q3","Physics","physics","9","physical-optics","Physical Optics","chapter","An objective of polarization can be:","Decrease in E","Decrease in capacitance","Decrease in current","None of these","a","Polarization blocks the plane of the electric field, reducing the electric field component transmitted.","medium","","oetp","net:past_paper"
"physics-ch9-q4","ph-ch9-q4","Physics","physics","9","physical-optics","Physical Optics","chapter","When light enters from air to glass, which remains constant?","Frequency","Wavelength","Velocity","All of these","a","When light changes medium, speed and wavelength change, but frequency remains constant (depends on source).","easy","","oetp","net:past_paper"
"physics-ch9-q5","ph-ch9-q5","Physics","physics","9","physical-optics","Physical Optics","chapter","Distance between two fringes in double-slit experiment is directly proportional to:","Wavelength of light","Distance between slits","Both a and b","None of these","a","Fringe spacing y = lambda*D/d. It is directly proportional to wavelength lambda (and inversely to d).","hard","","oetp","net:past_paper"
"physics-ch9-q6","ph-ch9-q6","Physics","physics","9","physical-optics","Physical Optics","chapter","Confining a wave into one plane is called:","Polarization","Depolarization","Transformation","None of these","a","Polarization restricts wave oscillation to a single plane.","easy","","oetp","net:past_paper"
"physics-ch9-q7","ph-ch9-q7","Physics","physics","9","physical-optics","Physical Optics","chapter","Light rays coming from a tube light are:","Plane","Spherical","Cylindrical","None of these","c","A tube light (fluorescent lamp) is a line source; wavefronts emanating from it are cylindrical.","medium","","oetp","net:past_paper"
"physics-ch9-q8","ph-ch9-q8","Physics","physics","9","physical-optics","Physical Optics","chapter","Wavefronts coming from a small light bulb are:","Spherical","Cylindrical","Plane","None of these","a","A point source radiates light in all directions; wavefronts are spherical.","medium","","oetp","net:past_paper"
"physics-ch9-q9","ph-ch9-q9","Physics","physics","9","physical-optics","Physical Optics","chapter","If grating element is made 1/10th, resolving power will become:","1/100 times","1/10 times","100 times","10 times","d","R = Nm = (L/d) x m. If d becomes d/10, then N = L/(d/10) = 10N. Resolving power becomes 10 times.","hard","","oetp","net:past_paper"
"physics-ch9-q10","ph-ch9-q10","Physics","physics","9","physical-optics","Physical Optics","chapter","In interference, energy:","May be destroyed","Will be destroyed","Can be destroyed","Cannot be destroyed","d","Energy is conserved in interference. It is merely redistributed — bright fringes gain what dark fringes lose.","medium","","oetp","net:past_paper"
"physics-ch9-q11","ph-ch9-q11","Physics","physics","9","physical-optics","Physical Optics","chapter","Sky appears blue due to?","Light interference","Light diffraction","Light scattering","Light polarization","c","Air molecules scatter shorter (blue) wavelengths of sunlight more than longer wavelengths — Rayleigh scattering.","easy","","oetp","net:past_paper"
"physics-ch9-q12","ph-ch9-q12","Physics","physics","9","physical-optics","Physical Optics","chapter","Interference is shown by ___ light:","Monochromatic","Polychromatic","Both","None of these","a","For clear interference patterns, monochromatic (single wavelength) and coherent light is required.","easy","","oetp","net:past_paper"
"physics-ch9-q13","ph-ch9-q13","Physics","physics","9","physical-optics","Physical Optics","chapter","If an EM wave is plane polarized, direction of E and B fields will be:","Perpendicular","Parallel","Along propagation direction","None of these","a","In any EM wave (polarized or not), E and B are always perpendicular to each other and to the direction of propagation.","medium","","oetp","net:past_paper"
"physics-ch9-q14","ph-ch9-q14","Physics","physics","9","physical-optics","Physical Optics","chapter","In Young's experiment, central spot in interference pattern is:","Always bright","Depends on distance from screen","Depends on size of slit","None of these","a","The central fringe (zeroth order) in Young's double-slit experiment is always a bright fringe.","easy","","oetp","net:past_paper"
"physics-ch9-q15","ph-ch9-q15","Physics","physics","9","physical-optics","Physical Optics","chapter","The branch of physics studying properties of light and optical instruments is called?","Physical Optics","Quantum optics","Light optics","None of these","a","Physical optics deals with the wave properties of light (interference, diffraction, polarization) and optical instruments.","easy","","oetp","net:past_paper"
"physics-ch10-q1","ph-ch10-q1","Physics","physics","10","optical-instruments","Optical Instruments","chapter","Linear magnification of a lens is:","p/q","q/p","p*q","1/(p*q)","b","Linear magnification = size of image / size of object = v/u = q/p (image distance/object distance).","medium","Question stem missing from OCR; reconstructed from key. Verify against scan.","oetp","net:past_paper"
"physics-ch10-q2","ph-ch10-q2","Physics","physics","10","optical-instruments","Optical Instruments","chapter","Magnification of a telescope is:","fe/fo","fo/fe","fo + fe","fo - fe","b","Magnifying power of a telescope = fo/fe (focal length of objective / focal length of eyepiece).","medium","","oetp","net:past_paper"
"physics-ch10-q3","ph-ch10-q3","Physics","physics","10","optical-instruments","Optical Instruments","chapter","A telescope has fo = 25 cm and fe = 5 cm. Its magnification?","3","5","10","25","b","M = fo/fe = 25/5 = 5.","hard","","oetp","net:past_paper"
"physics-ch10-q4","ph-ch10-q4","Physics","physics","10","optical-instruments","Optical Instruments","chapter","Magnifying power of a compound microscope:","Depends on fo only","Depends on both fo and fe","Equals fo/fe","None of these","b","Magnifying power of a compound microscope depends on the focal lengths of both objective and eyepiece.","medium","Question stem missing from OCR; reconstructed from key (Both b and c per key).","oetp","net:past_paper"
"physics-ch10-q5","ph-ch10-q5","Physics","physics","10","optical-instruments","Optical Instruments","chapter","A telescope has fo + fe = 20 cm and M = 9. Find fo and fe.","fo=9cm, fe=11cm","fo=18cm, fe=2cm","fo=10cm, fe=10cm","fo=15cm, fe=5cm","b","M = fo/fe = 9, so fo = 9fe. And fo + fe = 20 -> 9fe + fe = 20 -> fe = 2, fo = 18.","hard","","oetp","net:past_paper"
"physics-ch10-q6","ph-ch10-q6","Physics","physics","10","optical-instruments","Optical Instruments","chapter","When a convex lens is cut into two identical halves, the focal length of each half?","Remains the same","Doubles","Halves","Quadruples","b","Cutting a convex lens into two halves doubles the focal length of each piece.","medium","","oetp","net:past_paper"
"physics-ch10-q7","ph-ch10-q7","Physics","physics","10","optical-instruments","Optical Instruments","chapter","An air bubble in water acts as:","Convex lens","Concave lens","Plane mirror","Prism","b","An air bubble in water diverges light — it acts as a concave (diverging) lens because air is optically rarer than water.","medium","","oetp","net:past_paper"
"physics-ch10-q8","ph-ch10-q8","Physics","physics","10","optical-instruments","Optical Instruments","chapter","Which lens forms the real inverted image of the object in a compound microscope?","Eyepiece lens","Objective lens","Both lenses","None of these","b","The objective lens of a compound microscope forms the real, inverted, magnified image.","medium","Question stem missing from OCR.","oetp","net:past_paper"
"physics-ch10-q9","ph-ch10-q9","Physics","physics","10","optical-instruments","Optical Instruments","chapter","An optical fibre cable can carry:","1 TV channel","1400 phone calls","More than 14 TV channels or 14000 phone calls","None of these","c","A single optical fibre can carry more than 14 TV channels or 14000 telephone calls simultaneously.","medium","Question stem missing from OCR.","oetp","net:past_paper"
"physics-ch10-q10","ph-ch10-q10","Physics","physics","10","optical-instruments","Optical Instruments","chapter","Power of a lens is 10 dioptre. Its focal length?","1 m","0.5 m","10 cm","5 cm","c","f = 1/P = 1/10 m = 0.1 m = 10 cm.","hard","","oetp","net:past_paper"
"physics-ch10-q11","ph-ch10-q11","Physics","physics","10","optical-instruments","Optical Instruments","chapter","The ability of a lens to form separate images of two nearby objects is called:","Magnifying power","Linear magnification","Resolving power","None of these","c","Resolving power is the ability of an optical instrument to distinguish between two closely-spaced objects.","medium","","oetp","net:past_paper"
"physics-ch10-q12","ph-ch10-q12","Physics","physics","10","optical-instruments","Optical Instruments","chapter","Resolving power of a telescope can be increased by:","Increasing wavelength only","Increasing aperture D or frequency f","Decreasing aperture","None of these","b","From Rayleigh formula, R = D/(1.22 lambda). Increasing aperture D or frequency f (decreasing wavelength) increases resolving power.","hard","Question stem missing from OCR.","oetp","net:past_paper"
"physics-ch11-q1","ph-ch11-q1","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","Which of the following acts as a heat pump?","Refrigerator","Air conditioner","Deep freezers","All of the above","d","Refrigerators, air conditioners, and deep freezers all transfer heat from a cooler region to a warmer one — all are heat pumps.","easy","","oetp","net:past_paper"
"physics-ch11-q2","ph-ch11-q2","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","Compression of gas under constant temperature is process:","Adiabatic","Isothermal","Isochoric","Isobaric","b","Isothermal process: temperature remains constant. Compression at constant temperature is isothermal.","easy","","oetp","net:past_paper"
"physics-ch11-q3","ph-ch11-q3","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","Entropy on melting of ice:","Remains same","Increases","Decreases","Decreases slightly","b","Melting (solid to liquid) increases disorder/randomness; entropy increases.","medium","","oetp","net:past_paper"
"physics-ch11-q4","ph-ch11-q4","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","As a result of natural processes, entropy:","Increases","Remains same","Decreases","Either a or c","a","The 2nd law of thermodynamics: entropy of an isolated system always increases (or stays constant) in natural processes.","medium","","oetp","net:past_paper"
"physics-ch11-q5","ph-ch11-q5","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","If Cp = 10 and Cv = 7, then the general gas constant R equals:","17","3","14","21","b","For an ideal gas: Cp - Cv = R. So R = 10 - 7 = 3.","hard","","oetp","net:past_paper"
"physics-ch11-q6","ph-ch11-q6","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","Entropy is the measure of ___ of a system:","Heat","Kinetic energy","Momentum","Disorder","d","Entropy is a thermodynamic measure of the degree of disorder or randomness in a system.","easy","","oetp","net:past_paper"
"physics-ch11-q7","ph-ch11-q7","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","Efficiency of Carnot cycle will be 100% if temperature of cold reservoir is:","+273 K","-273 K","100 K","0 K","d","Efficiency = (1 - T2/T1) x 100%. For 100% efficiency, T2 = 0 K (absolute zero).","hard","","oetp","net:past_paper"
"physics-ch11-q8","ph-ch11-q8","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","During isothermal process, which remains constant?","Temperature","Pressure","Volume","Heat","a","Isothermal means constant temperature (iso = same, thermal = heat/temperature).","easy","","oetp","net:past_paper"
"physics-ch11-q9","ph-ch11-q9","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","When an earthquake occurs, what happens to entropy of Earth?","It increases","It decreases","It stays the same","First increases then decreases","a","An earthquake releases stored energy and increases disorder — entropy of the Earth increases.","medium","","oetp","net:past_paper"
"physics-ch11-q10","ph-ch11-q10","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","If speed of a fan in a room is increased, temperature of air in the room will:","Decrease","Increase","Remain same","Either a or b","b","The fan motor generates heat. Increasing fan speed produces more heat. In a sealed room, temperature increases.","medium","","oetp","net:past_paper"
"physics-ch11-q11","ph-ch11-q11","Physics","physics","11","heat-and-thermodynamics","Heat and Thermodynamics","chapter","Temperature of cold reservoir 12C, hot reservoir 27C. Efficiency of Carnot engine?","95%","5%","55%","45%","b","T2 = 12 + 273 = 285 K. T1 = 27 + 273 = 300 K. Efficiency = (1 - 285/300) x 100 = (15/300) x 100 = 5%.","hard","","oetp","net:past_paper"
"physics-ch12-q1","ph-ch12-q1","Physics","physics","12","electrostatics","Electrostatics","chapter","Unit of CV^2 is equivalent to that of?","Joule","Watt","Newton","Coulomb","a","Energy stored in a capacitor E = (1/2)CV^2, so CV^2 has units of energy (Joule).","medium","","oetp","net:past_paper"
"physics-ch12-q2","ph-ch12-q2","Physics","physics","12","electrostatics","Electrostatics","chapter","Two identical conducting spheres A and B each carry charge Q. A third identical sphere C with charge 2Q is touched to A then to B, then removed. The electrostatic force between A and B becomes:","F/2","15F/8","5F/7","2F/5","b","After C touches A: charge on each = (Q+2Q)/2 = 3Q/2. After C touches B: charge on C = (3Q/2+Q)/2 = 5Q/4; B keeps 5Q/4. New F = k(3Q/2)(5Q/4)/r^2 = (15/8)kQ^2/r^2 = 15F/8.","hard","","oetp","net:past_paper"
"physics-ch12-q3","ph-ch12-q3","Physics","physics","12","electrostatics","Electrostatics","chapter","If the electric field E = x/y, then y is?","Positive test charge","Negative charge","Force","None of these","a","Electric field E = F/q where q is the positive test charge. So the denominator y is the positive test charge.","medium","","oetp","net:past_paper"
"physics-ch12-q4","ph-ch12-q4","Physics","physics","12","electrostatics","Electrostatics","chapter","In E = F/Q, the charge Q is:","Always positive","Always negative","Can be positive or negative","Charge-less","c","Both positive and negative test charges can be used to define E. A negative charge also interacts with the electric field. General practice uses positive test charge but it can be either.","medium","","oetp","net:past_paper"
"physics-ch12-q5","ph-ch12-q5","Physics","physics","12","electrostatics","Electrostatics","chapter","Two negative charges are placed at distance d. A positive charge placed between them will be in:","Stable equilibrium","Unstable equilibrium","Neutral equilibrium","None of these","a","The positive charge between two negative charges is attracted equally in both directions from its equilibrium point. If displaced slightly, it is pulled back — this is stable equilibrium.","medium","","oetp","net:past_paper"
"physics-ch12-q6","ph-ch12-q6","Physics","physics","12","electrostatics","Electrostatics","chapter","If the potential difference between the plates is V, charge stored on each plate of capacitor with capacitance C is:","4C","2C","C (i.e. Q=CV)","8C","c","From Q = CV, charge stored = CV.","medium","","oetp","net:past_paper"
"physics-ch12-q7","ph-ch12-q7","Physics","physics","12","electrostatics","Electrostatics","chapter","Two positive charges placed along y-axis. A third positive charge placed between them along y-axis will be in:","Stable equilibrium","Unstable equilibrium","Neutral equilibrium","Depends on charge","b","The positive charge placed between two repelling charges is in unstable equilibrium — if displaced along the y-axis it moves further away, not back.","medium","","oetp","net:past_paper"
"physics-ch12-q8","ph-ch12-q8","Physics","physics","12","electrostatics","Electrostatics","chapter","Product of R and C has units of:","Time","Farad","Current","Unitless","a","RC = (ohm)(farad) = (V/A)(C/V) = C/A = seconds. RC is the time constant.","medium","","oetp","net:past_paper"
"physics-ch12-q9","ph-ch12-q9","Physics","physics","12","electrostatics","Electrostatics","chapter","Electric intensity between two plates of a capacitor equals:","sigma/epsilon_0","0","epsilon_0","None of these","a","E = sigma/epsilon_0 where sigma is the surface charge density.","medium","","oetp","net:past_paper"
"physics-ch12-q10","ph-ch12-q10","Physics","physics","12","electrostatics","Electrostatics","chapter","Energy stored in capacitor is represented by:","1/2 qV","1/4 qV","1/3 qV","qV","a","Energy stored = (1/2)QV = (1/2)CV^2 = Q^2/(2C).","medium","","oetp","net:past_paper"
"physics-ch12-q11","ph-ch12-q11","Physics","physics","12","electrostatics","Electrostatics","chapter","An electron moving in the direction of an electric field where V = 5x + 3 will:","Deflect downward","Deflect upward","Speed up","Speed down","c","E = -dV/dx = -5 (negative x-direction). Electron has negative charge, so force on it is in positive x-direction. Since electron moves in direction of field, it speeds up.","medium","","oetp","net:past_paper"
"physics-ch12-q12","ph-ch12-q12","Physics","physics","12","electrostatics","Electrostatics","chapter","If a potential difference V appears on plates of capacitor with capacitance C, energy stored is:","2CV^2","1/2 CV^2","1/2 C^2 V","None of above","b","Standard formula: E = (1/2)CV^2.","medium","","oetp","net:past_paper"
"physics-ch12-q13","ph-ch12-q13","Physics","physics","12","electrostatics","Electrostatics","chapter","Unit of product RC in charging of a capacitor is:","Ohm","Farad","Second","None of these","c","RC time constant has units of seconds (s).","medium","","oetp","net:past_paper"
"physics-ch12-q14","ph-ch12-q14","Physics","physics","12","electrostatics","Electrostatics","chapter","Flux passing through an area does not depend upon:","Medium","Shape of hypothetical surface","Numbers of lines passing through area","None of these","b","Electric flux through a closed surface depends on the enclosed charge (Gauss's law), not on the shape of the surface.","medium","","oetp","net:past_paper"
"physics-ch12-q15","ph-ch12-q15","Physics","physics","12","electrostatics","Electrostatics","chapter","If magnitude of charges is doubled and distance is halved, force becomes:","4F","8F","16F","F","c","F = kq1q2/r^2. New F = k(2q1)(2q2)/(r/2)^2 = 4kq1q2/(r^2/4) = 16F.","hard","","oetp","net:past_paper"
"physics-ch12-q16","ph-ch12-q16","Physics","physics","12","electrostatics","Electrostatics","chapter","If magnitude of charges is doubled and distance between them is halved, force becomes:","F","4F","8F","16F","d","F' = k(2Q)(2Q)/(r/2)^2 = 4kQ^2 x 4/r^2 = 16F.","hard","","oetp","net:past_paper"
"physics-ch12-q17","ph-ch12-q17","Physics","physics","12","electrostatics","Electrostatics","chapter","Unit of capacitance is:","Farad","Coulomb","Volt","Ohm","a","Capacitance is measured in farads (F = C/V).","easy","","oetp","net:past_paper"
"physics-ch12-q18","ph-ch12-q18","Physics","physics","12","electrostatics","Electrostatics","chapter","Electric potential is a ___ quantity:","Scalar","Vector","Basic","None of these","a","Electric potential is a scalar quantity — it has magnitude but no direction.","easy","","oetp","net:past_paper"
"physics-ch12-q19","ph-ch12-q19","Physics","physics","12","electrostatics","Electrostatics","chapter","Flux passing through an area does not depend upon:","Charge enclosed","Shape of hypothetical surface","Medium","Both a and c","b","Gauss's law: flux depends on enclosed charge and permittivity of medium, not on the shape of the surface.","medium","","oetp","net:past_paper"
"physics-ch12-q20","ph-ch12-q20","Physics","physics","12","electrostatics","Electrostatics","chapter","If diamond is present as dielectric and capacitor voltage is 60V, voltage will be:","Less than 60V","More than 60V","60V","None of these","c","Capacitor voltage is set by the source; dielectric changes capacitance and charge stored, but voltage across a capacitor connected to a source remains the same.","medium","","oetp","net:past_paper"
"physics-ch12-q21","ph-ch12-q21","Physics","physics","12","electrostatics","Electrostatics","chapter","Energy stored in capacitors connected in parallel compared to series:","Is more than series","Is less than series","Is equal to series","Cannot be measured","a","Parallel combination gives higher equivalent capacitance, so E = (1/2)CV^2 is larger than the series combination.","medium","","oetp","net:past_paper"
"physics-ch12-q22","ph-ch12-q22","Physics","physics","12","electrostatics","Electrostatics","chapter","Energy required to charge a 5 microfarad capacitor by a 20 kV DC source is:","10 kJ","5 kJ","2 kJ","1 kJ","d","E = (1/2)CV^2 = (1/2)(5x10^-6)(20x10^3)^2 = (1/2)(5x10^-6)(4x10^8) = 1000 J = 1 kJ.","hard","","oetp","net:past_paper"
"physics-ch12-q23","ph-ch12-q23","Physics","physics","12","electrostatics","Electrostatics","chapter","Capacitors store:","Equal charges","Unequal charges","Equal and opposite charges","Unequal and opposite charges","c","The two plates of a capacitor always store equal and opposite charges (+Q and -Q).","easy","","oetp","net:past_paper"
"physics-ch12-q24","ph-ch12-q24","Physics","physics","12","electrostatics","Electrostatics","chapter","What is one farad of capacitance?","Coulomb/Volt","Ampere x second","Coulomb x Volt","None of these","a","1 Farad = 1 Coulomb / 1 Volt (C/V).","easy","","oetp","net:past_paper"
"physics-ch12-q25","ph-ch12-q25","Physics","physics","12","electrostatics","Electrostatics","chapter","A 2 uF capacitor is connected to a supply through a series resistance. Time constant?","2 secs","3 secs","7 secs","4 secs","a","Time constant tau = RC. With R = 1 Mohm and C = 2 uF: tau = 10^6 x 2x10^-6 = 2 s.","medium","Resistance value not given in OCR; standard textbook value used. Verify against scan.","oetp","net:past_paper"
"physics-ch12-q28","ph-ch12-q28","Physics","physics","12","electrostatics","Electrostatics","chapter","Value of epsilon_0 is:","9 x 10^9","8.85 x 10^-12","9 x 10^-12","1.6 x 10^-19","b","The permittivity of free space epsilon_0 = 8.85 x 10^-12 F/m.","medium","","oetp","net:past_paper"
"physics-ch12-q29","ph-ch12-q29","Physics","physics","12","electrostatics","Electrostatics","chapter","A proton moves in direction of negative x-axis; potential V = -10x + 7. What happens?","Deflect upwards","Deflect downwards","Slow down","Speed up","d","E = -dV/dx = 10 (positive x-direction). Proton has positive charge, force in positive x-direction. Proton moves in negative x-direction (against force), so it slows down — or the force is opposite to motion. Per key: speeds up.","medium","OCR answer key says 'speed up'. Verify against scan — the physics may involve sign convention differences.","oetp","net:past_paper"
"physics-ch12-q31","ph-ch12-q31","Physics","physics","12","electrostatics","Electrostatics","chapter","Electrical effects due to friction are studied in:","Electrostatics","Electrodynamics","Thermodynamics","Electrochemistry","a","Static electricity (electrostatics) deals with charges at rest, including frictional electricity.","medium","","oetp","net:past_paper"
"physics-ch12-q32","ph-ch12-q32","Physics","physics","12","electrostatics","Electrostatics","chapter","If medium is changed from air to diamond, effect on potential difference of capacitor?","Decreases","Increases","Remains same","Not possible","a","V = Q/C. Inserting diamond (higher dielectric constant) increases C; so V = Q/C decreases.","medium","","oetp","net:past_paper"
"physics-ch12-q33","ph-ch12-q33","Physics","physics","12","electrostatics","Electrostatics","chapter","A charge is situated in the centre of a cube. Electric flux through one face is:","Q/epsilon_0","Q/2*epsilon_0","Q/4*epsilon_0","Q/6*epsilon_0","d","By Gauss's law, total flux = Q/epsilon_0 through all 6 faces. Per face: Q/(6*epsilon_0).","medium","","oetp","net:past_paper"
"physics-ch12-q34","ph-ch12-q34","Physics","physics","12","electrostatics","Electrostatics","chapter","Ratio of electrical constant (k) to gravitational constant (G) is approximately:","10^12","10^13","10^20","10^15","c","k = 9x10^9, G = 6.67x10^-11. Ratio = 9x10^9 / 6.67x10^-11 ≈ 1.35x10^20 ≈ 10^20.","medium","","oetp","net:past_paper"
"physics-ch12-q35","ph-ch12-q35","Physics","physics","12","electrostatics","Electrostatics","chapter","Q^2/C has units of:","Charge","Capacitance","Voltage","Energy","d","Q^2/C = (CV)^2/C = CV^2 = 2 x (1/2)CV^2 = energy. Units: Coulomb x Volt = Joule.","medium","","oetp","net:past_paper"
"physics-ch12-q36","ph-ch12-q36","Physics","physics","12","electrostatics","Electrostatics","chapter","Unit of electric intensity (electric field) is:","NC","N/C","C/N","None of these","b","Electric field E = F/q, unit = Newton/Coulomb (N/C).","easy","","oetp","net:past_paper"
"physics-ch12-q37","ph-ch12-q37","Physics","physics","12","electrostatics","Electrostatics","chapter","Two charges separated by distance r. In which medium will force be minimum?","Distilled water","Oil","Air","Vacuum","a","F = kq1q2/(epsilon_r x r^2). Force is minimum when epsilon_r is maximum. Distilled water has epsilon_r ≈ 78.5, the highest among the options.","medium","","oetp","net:past_paper"
"physics-ch12-q38","ph-ch12-q38","Physics","physics","12","electrostatics","Electrostatics","chapter","Electron volt is the unit of:","Energy","Voltage","EMF","Conductance","a","1 eV = 1.6x10^-19 J. Electron volt is a unit of energy.","easy","","oetp","net:past_paper"
"physics-ch12-q39","ph-ch12-q39","Physics","physics","12","electrostatics","Electrostatics","chapter","The electric field of a point charge is ___ in shape:","Spherical","Spherical symmetrical","Plane","Cylindrical","b","A point charge produces a spherically symmetric electric field — same magnitude at equal distances in all directions.","easy","","oetp","net:past_paper"
"physics-ch12-q40","ph-ch12-q40","Physics","physics","12","electrostatics","Electrostatics","chapter","Conductor X (charge Q) and Y (charge Q) exert force F. Third conductor (-Q) is touched to X and removed. New force between X and Y?","F","F/2","2F","None of these","d","When -Q touches X (charge Q), total = Q + (-Q) = 0. X becomes uncharged. Force between X (0) and Y (Q) = 0. Since 0 is not listed, answer is None of these.","medium","","oetp","net:past_paper"
"physics-ch12-q41","ph-ch12-q41","Physics","physics","12","electrostatics","Electrostatics","chapter","Which of the following cannot be used as a dielectric in a capacitor?","Air","Wax","Iron","All of the above","c","Metals (iron) are conductors, not dielectrics. Conductors cannot be used as dielectric material inside a capacitor.","easy","","oetp","net:past_paper"
"physics-ch12-q42","ph-ch12-q42","Physics","physics","12","electrostatics","Electrostatics","chapter","Electric flux is positive when:","Field lines are directed inwards","Field lines are directed outwards","Does not depend on direction","None of these","b","Flux = E.A = EA cos(theta). Flux is positive when field lines exit (are directed outwards) from the closed surface.","medium","","oetp","net:past_paper"
"physics-ch12-q43","ph-ch12-q43","Physics","physics","12","electrostatics","Electrostatics","chapter","An electron is placed between two plates (upper +ve, lower -ve). The electron will:","Deflect downwards","Deflect upwards","Go straight","None of these","b","Electric field points from + plate (top) to - plate (bottom), i.e., downwards. Electron has negative charge, so force on it is upwards (opposite to field). Electron deflects upward.","medium","","oetp","net:past_paper"
"physics-ch12-q44","ph-ch12-q44","Physics","physics","12","electrostatics","Electrostatics","chapter","60 capacitors each of capacitance C connected in series then in parallel. Ratio Cs/Cp = ?","1/60","3600","1/3600","250","c","Cs = C/60 (series). Cp = 60C (parallel). Cs/Cp = (C/60)/(60C) = 1/3600.","hard","","oetp","net:past_paper"
"physics-ch12-q45","ph-ch12-q45","Physics","physics","12","electrostatics","Electrostatics","chapter","When wood is replaced by air as dielectric, capacitance:","Increases","Decreases","Remains constant","None of these","b","C = epsilon_r * C_0. Wood has epsilon_r ≈ 1.4; air has epsilon_r = 1.0. Replacing wood with air decreases epsilon_r, so capacitance decreases.","medium","","oetp","net:past_paper"
"physics-ch12-q46","ph-ch12-q46","Physics","physics","12","electrostatics","Electrostatics","chapter","0.37q charge is stored on the capacitor after disconnecting source. Current flow will be:","37%","63%","86%","None of these","b","When charge = 0, current is maximum (100%). When charge = Q (full), current = 0. At 37% charge, current = 100 - 37 = 63%.","medium","","oetp","net:past_paper"
"physics-ch12-q47","ph-ch12-q47","Physics","physics","12","electrostatics","Electrostatics","chapter","If capacitor is connected with battery and is fully charged, then:","Current will flow","Current will not flow","Depends on dielectric","May or may not flow","b","When capacitor is fully charged, no more charge can accumulate; current drops to zero.","easy","","oetp","net:past_paper"
"physics-ch12-q48","ph-ch12-q48","Physics","physics","12","electrostatics","Electrostatics","chapter","If angle between electric field E and vector area A is pi/3, electric flux will be:","0.866 EA","0.5 EA","0.707 EA","EA/3","b","Flux = EA cos(theta) = EA cos(60 degrees) = EA x 0.5.","hard","","oetp","net:past_paper"
"physics-ch12-q49","ph-ch12-q49","Physics","physics","12","electrostatics","Electrostatics","chapter","When some charge is given to a soap bubble, it:","Increases in size","Decreases in size","Remains same","Collapses","a","Like charges on the bubble surface repel each other, causing the bubble to expand (increase in size).","easy","","oetp","net:past_paper"
"physics-ch12-q50","ph-ch12-q50","Physics","physics","12","electrostatics","Electrostatics","chapter","Change in potential energy if electron moves 4.5 m in direction of E = 325 N/C:","5.3 x 10^-16 J","2.3 x 10^-16 J","Zero","10 J","b","Energy = qEd = 1.6x10^-19 x 325 x 4.5 = 2.34x10^-16 J ≈ 2.3x10^-16 J.","hard","","oetp","net:past_paper"
"physics-ch12-q51","ph-ch12-q51","Physics","physics","12","electrostatics","Electrostatics","chapter","When two suspended objects attract each other electrically:","Both are charged","Both are uncharged","Either of them is charged","Both a and c","d","They attract if both are oppositely charged (a), OR if one is charged and it polarises the neutral one (c). Both cases result in attraction.","medium","","oetp","net:past_paper"
"physics-ch12-q52","ph-ch12-q52","Physics","physics","12","electrostatics","Electrostatics","chapter","Body A (charge q) touched with neutral B then neutral C. Charge on C after contact?","q","q/2","q/3","q/4","d","A touches B: A and B each get q/2. A (now q/2) touches C: A and C each get q/4. Charge on C = q/4.","hard","","oetp","net:past_paper"
"physics-ch12-q53","ph-ch12-q53","Physics","physics","12","electrostatics","Electrostatics","chapter","If Electric Intensity is increased to 3 times, new surface charge density will be:","3 sigma","sigma/3","9 sigma","sigma/9","a","E = sigma/epsilon_0, so sigma = E*epsilon_0. If E is tripled, sigma is also tripled (3 sigma).","hard","","oetp","net:past_paper"
"physics-ch12-q54","ph-ch12-q54","Physics","physics","12","electrostatics","Electrostatics","chapter","If two charged conductors are joined by wire, which of following will happen?","Current starts flowing","Current flows from higher to lower potential","After some time both at same potential","All of them","d","All three statements are correct: current flows, it goes from high to low potential, and they equalise.","medium","","oetp","net:past_paper"
"physics-ch12-q55","ph-ch12-q55","Physics","physics","12","electrostatics","Electrostatics","chapter","Two same-magnitude charges. Force maximum in which medium?","Glass","Water","Mica","Air","d","F = kq^2/(epsilon_r r^2). Force is maximum when epsilon_r is minimum. Air has epsilon_r = 1.0006 ≈ 1, the smallest.","medium","","oetp","net:past_paper"
"physics-ch12-q56","ph-ch12-q56","Physics","physics","12","electrostatics","Electrostatics","chapter","Unit of permittivity of free space is:","F/m","F","F.m","C/s","a","Permittivity epsilon_0 has SI unit of Farad per metre (F/m).","easy","","oetp","net:past_paper"
"physics-ch12-q57","ph-ch12-q57","Physics","physics","12","electrostatics","Electrostatics","chapter","Unit of electric field is:","N/C","Weber/sec","Volt/C","Joule/sec","a","Electric field E = F/q, unit = N/C. Also equivalent to V/m.","easy","","oetp","net:past_paper"
