external_id,source_id,subject,subject_slug,chapter_num,chapter_slug,chapter_title,node_kind,statement,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,difficulty,flag_for_review,source,tests
pu-verbal-reasoning-ch6-q44,verbal-reasoning-synonyms-antonyms-q44,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Some people try to spread ANARCHY in the country. Choose the word closest in meaning to the underlined word 'anarchy'.,Lawlessness,Disaffection,Violence,Hatred,,a,'anarchy' means a state of disorder due to absence of authority; its synonym is 'lawlessness'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q45,verbal-reasoning-synonyms-antonyms-q45,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The meeting came to an ABRUPT end. Choose the word closest in meaning to the underlined word 'abrupt'.,A sad,An awful,An unexpected,A sudden,,d,'abrupt' means sudden and unexpected; its synonym is 'a sudden (end)'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q46,verbal-reasoning-synonyms-antonyms-q46,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He is very IMPULSIVE in everything he does. Choose the word closest in meaning to the underlined word 'impulsive'.,Impressive,Rash,Wary,Deliberate,,b,'impulsive' means acting on sudden urges without thinking; its synonym is 'rash'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q47,verbal-reasoning-synonyms-antonyms-q47,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,"Because of his HAUGHTY temperament, he cannot have many friends. Choose the word closest in meaning to the underlined word 'haughty'.",Impatient,Violent,Ill-natured,Arrogant,,d,'haughty' means arrogantly superior; its synonym is 'arrogant'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q48,verbal-reasoning-synonyms-antonyms-q48,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He is often accused of having a VINDICTIVE attitude towards his critics. Choose the word closest in meaning to the underlined word 'vindictive'.,Revengeful,Rude,Cruel,Harsh,,a,'vindictive' means having a strong desire for revenge; its synonym is 'revengeful'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q49,verbal-reasoning-synonyms-antonyms-q49,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The travel agent will CONFIRM my reservations for next week's flight to London. Choose the word closest in meaning to the underlined word 'confirm'.,Ratify,Verify,Obtain,Approve,,b,'confirm' means to state something is definitely true; its synonym is 'verify'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q50,verbal-reasoning-synonyms-antonyms-q50,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He kept his eyes peeled and his ears pricked for some important CLUE. Choose the word closest in meaning to the underlined word 'clue'.,Signal,Intimation,Inkling,Hint,,d,'clue' means a piece of information that helps solve a problem; its synonym is 'hint'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q51,verbal-reasoning-synonyms-antonyms-q51,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,WEIRD noises came from the haunted house. Choose the word closest in meaning to the underlined word 'weird'.,Unnatural,Frightening,Unpleasant,Beastly,,a,'weird' means strange or bizarre; its synonym is 'unnatural'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q52,verbal-reasoning-synonyms-antonyms-q52,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The guests were offended by his UNCOUTH manners. Choose the word closest in meaning to the underlined word 'uncouth'.,Ungracious,Undesirable,Dirty,Wasteful,,a,'uncouth' means lacking good manners; its synonym is 'ungracious'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q53,verbal-reasoning-synonyms-antonyms-q53,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,His dress was IMMACULATE. Choose the word closest in meaning to the underlined word 'immaculate'.,Simple,Gorgeous,Coloured,Spotless,,d,'immaculate' means perfectly clean and neat; its synonym is 'spotless'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q54,verbal-reasoning-synonyms-antonyms-q54,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The man VEHEMENTLY denied all the charges of corruption that were levelled against him. Choose the word closest in meaning to the underlined word 'vehemently'.,Forcefully,Hysterically,Serenely,Devoutly,,a,'vehemently' means with intense feeling or force; its synonym is 'forcefully'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q55,verbal-reasoning-synonyms-antonyms-q55,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Plants that grow and exist in desert have highly specialized means of adapting themselves to the ARID environment. Choose the word closest in meaning to the underlined word 'arid'.,Dry,Withering,Unless,Unproductive,,a,'arid' means extremely dry; its synonym is 'dry'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q56,verbal-reasoning-synonyms-antonyms-q56,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He was trying to put across his ideas to his audience.,To influence,To convince,To cross,To covey,,b,"'Put across' means to communicate something successfully so others understand or are persuaded — i.e., 'to convince'. Option d contains a typo ('covey' instead of 'convey') making it unreliable.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q57,verbal-reasoning-synonyms-antonyms-q57,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The growing DISPARITY between the rich and the poor has been a cause for concern for those who are committed to the establishment of a just and egalitarian social order. Choose the word closest in meaning to the underlined word 'disparity'.,Segregation,Inequality,Diversity,Unity,,b,'disparity' means a great difference; its synonym is 'inequality'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q58,verbal-reasoning-synonyms-antonyms-q58,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of PLEASURE:,Anxiety,Grief,Happiness,Disappointment,,c,PLEASURE means a feeling of enjoyment; its synonym is 'happiness'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q59,verbal-reasoning-synonyms-antonyms-q59,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of RIVAL:,Opponent,Associate,Partner,Friend,,a,RIVAL means a competitor for the same goal; its synonym is 'opponent'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q60,verbal-reasoning-synonyms-antonyms-q60,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of GENERATE:,Produce,Command,Race,Prefer,,a,GENERATE means to bring into existence; its synonym is 'produce'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q61,verbal-reasoning-synonyms-antonyms-q61,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of ACUTE:,Curious,Severe,Accidental,Rice,,b,ACUTE means intense or severe (as in acute pain); its synonym is 'severe'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q62,verbal-reasoning-synonyms-antonyms-q62,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of LATENT:,Display,Visible,Concealed,Hard,,c,LATENT means present but not yet visible or active; its synonym is 'concealed'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q63,verbal-reasoning-synonyms-antonyms-q63,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of ROBUST:,Stupid,Able,Useless,Wear,,b,"ROBUST means strong and healthy; the closest synonym among the options is 'able' (capable, strong).",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q65,verbal-reasoning-synonyms-antonyms-q65,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of DESTRUCTION:,Replacement,Renovation,Ruin,Restoration,,c,DESTRUCTION means the act of destroying something; its synonym is 'ruin'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q66,verbal-reasoning-synonyms-antonyms-q66,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of GENUINE:,Proper,Authentic,Germinate,Correction,,b,GENUINE means real and authentic; its synonym is 'authentic'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q67,verbal-reasoning-synonyms-antonyms-q67,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of IRRELEVANT:,Immature,Not connected,Illegible,Irregular,,b,IRRELEVANT means not connected to the matter at hand; its synonym is 'not connected'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q68,verbal-reasoning-synonyms-antonyms-q68,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of UGLY:,Fearful,Hateful,Repulsive,Evil,,c,UGLY means unpleasant to look at; its synonym is 'repulsive'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q69,verbal-reasoning-synonyms-antonyms-q69,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of GRAND:,Aristocratic,Noble,Splendid,Great,,c,GRAND means impressive in size or style; its synonym is 'splendid'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q70,verbal-reasoning-synonyms-antonyms-q70,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of CAUTIOUSLY:,Somewhat,Secretly,Genuinely,Carefully,,d,"CAUTIOUSLY means in a careful, wary manner; its synonym is 'carefully'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q71,verbal-reasoning-synonyms-antonyms-q71,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of RELUCTANT:,Ready,Unwilling,Worried,Inclined,,b,RELUCTANT means unwilling or hesitant; its synonym is 'unwilling'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q72,verbal-reasoning-synonyms-antonyms-q72,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of FALSE:,Defective,Untrue,Incorrect,Inaccurate,,b,FALSE means not true; its synonym is 'untrue'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q73,verbal-reasoning-synonyms-antonyms-q73,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of CONDEMN:,Underrate,Hate,Blame,Avoid,,c,CONDEMN means to express strong disapproval of; the closest synonym among the options is 'blame'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q74,verbal-reasoning-synonyms-antonyms-q74,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of INSOLENT:,Nervous,Rude,Proud,Assertive,,b,INSOLENT means disrespectful in speech or manner; its synonym is 'rude'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q75,verbal-reasoning-synonyms-antonyms-q75,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of LIBERAL:,Generous,Progressive,Educated,Tolerant,,a,"LIBERAL primarily means generous or giving freely; 'generous' is its most direct synonym in standard vocabulary usage. 'Progressive' refers to a political leaning, which is a secondary connotation.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q76,verbal-reasoning-synonyms-antonyms-q76,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of ADVERSITY:,Mediocrity,Misfortune,Failure,Mishap,,b,ADVERSITY means a state of hardship; its synonym is 'misfortune'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q77,verbal-reasoning-synonyms-antonyms-q77,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of DISTINGUISH:,Darken,Differentiate,Confuse,Abolish,,b,DISTINGUISH means to recognize a difference between things; its synonym is 'differentiate'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q78,verbal-reasoning-synonyms-antonyms-q78,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,I shall DISCLOSE your identity if you do not speak the truth. Choose the word closest in meaning to the underlined word 'disclose'.,Reveal,Report,Blackmail,Express,,a,'disclose' means to make known; its synonym is 'reveal'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q79,verbal-reasoning-synonyms-antonyms-q79,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,I would not have built a hose here but for the engineer's ASSURANCE that this area never has floods. Choose the word closest in meaning to the underlined word 'assurance'.,Guarantee,Suspicion,Belief,Suggestion,,a,'assurance' means a confident promise; its synonym is 'guarantee'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q80,verbal-reasoning-synonyms-antonyms-q80,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The car accident was the CONSEQUENCE of his carelessness. Choose the word closest in meaning to the underlined word 'consequence'.,Conclusion,End,Proof,Result,,a,'consequence' means a result following from an action; the closest synonym here is 'conclusion'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q81,verbal-reasoning-synonyms-antonyms-q81,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,How could the thief gain ACCESS to the bank lockers?. Choose the word closest in meaning to the underlined word 'access'.,Nearness,Entry,Exit,Permission,,a,'access' means the means or opportunity to approach; the closest synonym among the options is 'nearness'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q82,verbal-reasoning-synonyms-antonyms-q82,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The boy is ANXIOUS to learn as much as he can. Choose the word closest in meaning to the underlined word 'anxious'.,Worried,Eager,Forced,Serious,,b,'anxious' (here) means keenly wishing; its synonym is 'eager'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q83,verbal-reasoning-synonyms-antonyms-q83,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of MOISTURE:,Defect,Dampness,Delicate,Dryness,,b,MOISTURE means a small amount of water present in the air or on a surface; its synonym is 'dampness'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q84,verbal-reasoning-synonyms-antonyms-q84,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of COUNSEL:,Correct,Publish,Oppose,Advise,,d,COUNSEL (verb) means to give guidance; its synonym is 'advise'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q85,verbal-reasoning-synonyms-antonyms-q85,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of AUDACIOUS:,Daring,Venture,Obvious,Manifest,,a,AUDACIOUS means willing to take bold risks; its synonym is 'daring'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q86,verbal-reasoning-synonyms-antonyms-q86,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of CITE:,Place,Sight,Quote,Good,,c,CITE means to quote as evidence; its synonym is 'quote'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q87,verbal-reasoning-synonyms-antonyms-q87,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of CHAOS:,Mould,Disturb,Inexperienced,Lawlessness,,d,CHAOS means complete disorder; its synonym is 'lawlessness'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q88,verbal-reasoning-synonyms-antonyms-q88,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of AFFLUENT:,Close,Prosperous,Poor,Talkative,,b,AFFLUENT means wealthy; its synonym is 'prosperous'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q89,verbal-reasoning-synonyms-antonyms-q89,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,It was Suhail's PRACTICE to get up early and go for a walk before breakfast. Choose the word closest in meaning to the underlined word 'practice'.,Rule,Fashion,Habit,Convention,,c,Here 'practice' means a customary habit or routine; its synonym is 'habit'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q90,verbal-reasoning-synonyms-antonyms-q90,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Madiha asked Irum not to MEDDLE in her affairs. Choose the word closest in meaning to the underlined word 'meddle'.,Intercede,Impose,Cross,Interfere,,d,'meddle' means to interfere in others' affairs; its synonym is 'interfere'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q91,verbal-reasoning-synonyms-antonyms-q91,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of CRUEL:,Hateful,Dreadful,Merciless,Indifferent,,c,CRUEL means willing to cause pain or suffering; its synonym is 'merciless'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q92,verbal-reasoning-synonyms-antonyms-q92,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of MAJESTIC:,Attractive,Interesting,Grand,Extraordinary,,c,"MAJESTIC means having grand, impressive beauty; its synonym is 'grand'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q93,verbal-reasoning-synonyms-antonyms-q93,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of MARVELLOUS:,Wonderful,Attractive,Charming,Pleasing,,a,MARVELLOUS means causing great wonder; its synonym is 'wonderful'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q94,verbal-reasoning-synonyms-antonyms-q94,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of JEOPARDY:,Enmity,Danger,Magic,Adventure,,b,JEOPARDY means a situation of serious risk; its synonym is 'danger'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q95,verbal-reasoning-synonyms-antonyms-q95,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of EMULATE:,Trying to do as well,In spite to win,Enable,Likely to be late,,a,EMULATE means to strive to match or match the achievement of another; its synonym is 'trying to do as well'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q96,verbal-reasoning-synonyms-antonyms-q96,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of ERADICATE:,Complicate,Dedicate,Indicate,Eliminate,,d,ERADICATE means to destroy completely; its synonym is 'eliminate'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch3-q3,verbal-reasoning-antonyms-q1,Verbal Reasoning,pu-verbal-reasoning,3,antonyms,Antonyms,topic,Choose the antonym of ABATE:,Postpone,Abandon,Diminish,increase,,d,ABATE means to diminish or lessen; its antonym is 'increase' (to grow larger or more intense).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch3-q4,verbal-reasoning-antonyms-q2,Verbal Reasoning,pu-verbal-reasoning,3,antonyms,Antonyms,topic,Choose the antonym of LUCID:,Confusing,Weird,Austere,Bitter,,a,LUCID means clear and easy to understand; its antonym is 'confusing' (difficult to understand).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
